Number,Bin,Description,Vendor,VMRS Code,Type,On Hand Total,Alt Part Num,Inter VMRS,Major VMRS,Minor VMRS,Prev PO Facility,Tank Facility,Order Price,Last Order Date,Reorder Qty,Reorder Point,Manufacturer,Avg Ship Days
3J-5-41,,CLIP,0000205791,000-000-000,CRITICAL PART,0.0,3J-5-41,000,000,000,,,$17.710,1/1/1900,0.00,0,,0
3J-5-42,C 01,"CORD, SUN BLIND",0000205791,000-000-000,SHOP SUPPLIES,1.0,21-7404-37,000,000,000,,,$0.000,1/1/1900,0.00,0,,0
3J-5-43,,BLIND,0000205791,000-000-000,CRITICAL PART,0.0,3J-5-43,000,000,000,00003,,$263.930,1/1/1900,1.00,1,,0
3J-5-5,,"BLIND, DRIVERS, GREY, CAP&ROLL",0000205791,000-000-000,CRITICAL PART,0.0,3J-5-5,000,000,000,,,$146.550,1/1/1900,1.00,1,,0
3J-5-75,C 01,"GUIDE, EYELET, W/S BLINDS, BLACK",0000205791,000-000-000,Part,3.0,3J-5-75,000,000,000,00003,,$41.300,4/27/2017,2.00,2,,0
3J-5-76,C 02,"GUIDE, EYELET, W/S BLINDS, BIEGE",0000205791,000-000-000,Part,6.0,3J-5-76,000,000,000,00003,,$10.920,1/1/1900,2.00,2,,0
3J-59-344,,"SKIRT RAIL, 20', 96A3",0000205791,000-000-000,CRITICAL PART,0.0,3J-59-344,000,000,000,,,$371.570,1/1/1900,0.00,0,,0
3J-59-347,,"SKIRT RAIL, RH, 20', 96A3",0000205791,000-000-000,CRITICAL PART,0.0,3J-59-347,000,000,000,,,$371.570,1/1/1900,1.00,1,,15
3J-59-472,,CHANNEL-RR OF LH FRONT WHEELHOUSING,0000205791,000-000-000,CRITICAL PART,0.0,3J-59-472,000,000,000,,,$28.350,1/1/1900,1.00,1,,0
3J-75-88,,B POST DRIVER SIDE 57IN,0000205791,000-000-000,Part,0.0,3J-75-88,000,000,000,,,$48.610,1/1/1900,1.00,1,,0
3J-8-1093,,"DOOR PANEL, PARCEL RACK, DRIVERS, 96A",0000205791,000-000-000,CRITICAL PART,0.0,3J-8-646,000,000,000,00003,,$426.580,1/1/1900,1.00,1,,0
3J-8-30,,LENS,0000205791,000-000-000,CRITICAL PART,0.0,3J-8-30,000,000,000,00003,,$63.120,1/1/1900,0.00,0,,0
3J-8-32,,LENS,0000205791,000-000-000,CRITICAL PART,0.0,3J-8-32,000,000,000,,,$0.000,1/1/1900,0.00,0,,0
3J-8-37,,SWITCH,0000205791,000-000-000,CRITICAL PART,0.0,3J-8-37,000,000,000,,,$15.850,1/1/1900,0.00,0,,0
3J-8-515,C 02,"LATCH, PARCEL DOOR",0000205791,000-000-000,Part,7.0,3J-8-515,000,000,000,,,$34.790,1/1/1900,4.00,2,,0
3J-8-705,,PANEL PAX STORAGE BIN,0000205791,000-000-000,CRITICAL PART,0.0,3J-8-705,000,000,000,,,$94.140,1/1/1900,1.00,1,,0
3J-8-76,,LENS,0000205791,000-000-000,CRITICAL PART,0.0,3J-8-76,000,000,000,,,$0.000,1/1/1900,0.00,0,,0
3J-8-85,,"LATCH, PARCEL RACK",0000205791,000-000-000,CRITICAL PART,0.0,3J-8-85,000,000,000,,,$35.620,1/1/1900,5.00,1,,0
3J-8-885,C 02,"LATCH, PARCEL RACK DOOR",0000205791,000-000-000,Part,1.0,3J-8-885,000,000,000,00003,,$39.160,1/1/1900,5.00,1,,0
3J-8-962R4,C 02,"STRIPS, JOINING, COOLWHITE",0000205791,000-000-000,SHOP SUPPLIES,10.0,3J-8-962R4,000,000,000,00003,,$0.000,1/1/1900,4.00,2,,0
3J-8-964R4,,"RETAINTER, VINYL, COOLWHITE, 58"", 96A",0000205791,000-000-000,Part,0.0,3J-8-964R4,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
3J-8-965R4,,"RETAINER, VINYL, COOLWHITE, 62.5"", 96A",0000205791,000-000-000,CRITICAL PART,0.0,3J-8-965R4,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
3J-9-17,EE CORNER,"BLIND, ASSEMBLY",0000205791,000-000-000,CRITICAL PART,1.0,3J-9-17,000,000,000,,,$254.770,1/1/1900,2.00,1,,0
3J-9-4,EE CORNER,BLIND-PASS WINDOW,0000205791,000-000-000,CRITICAL PART,1.0,3J-9-4,000,000,000,00003,,$91.790,7/22/2013,1.00,1,,0
3K-10-137,,O-RING,0000205791,000-000-000,CRITICAL PART,0.0,3K-10-137,000,000,000,,,$0.000,1/1/1900,0.00,0,,0
3K-10-138,,O-RING,0000205791,000-000-000,CRITICAL PART,0.0,3K-10-138,000,000,000,,,$0.000,1/1/1900,0.00,0,,0
3K-10-140,,O-RING,0000205791,000-000-000,CRITICAL PART,0.0,3K-10-140,000,000,000,,,$0.000,1/1/1900,0.00,0,,0
3K-10-141,,O-RING,0000205791,000-000-000,CRITICAL PART,0.0,3K-10-141,000,000,000,,,$0.000,1/1/1900,0.00,0,,0
3K-10-142,,SEAT,0000205791,000-000-000,CRITICAL PART,0.0,3K-10-142,000,000,000,,,$0.000,1/1/1900,0.00,0,,0
3K-10-143,,O-RING,0000205791,000-000-000,CRITICAL PART,0.0,3K-10-143,000,000,000,,,$0.000,1/1/1900,0.00,0,,0
3K-10-176,,"KIT, AIR CYLINDER",0000205791,000-000-000,CRITICAL PART,0.0,3K-10-176,000,000,000,,,$31.530,1/1/1900,1.00,1,,0
3K-10-179,,TUBE & LEVER,0000205791,000-000-000,Part,0.0,3K-10-179,000,000,000,00003,,$193.160,1/1/1900,0.00,0,,0
3K-10-190,C 07,"HINGE, ENTRANCE DOOR, DL3",0000205791,000-000-000,Part,1.0,3K-10-190,000,000,000,00003,,$315.940,1/1/1900,1.00,1,,0
3K-10-38,,"BRACKET, MTG PIVOT LEVER",0000205791,000-000-000,CRITICAL PART,0.0,3K-10-38,000,000,000,,,$115.560,1/1/1900,0.00,0,,0
3K-10-50,,"CONTROL ROD ASSY, AIR DR CONV",0000205791,000-000-000,Part,0.0,3K-10-50,000,000,000,00003,,$294.000,1/1/1900,1.00,1,,0
3K-14-5,MEZ GLS 12,"GLASS, UPPER STATIONARY, LARGE, DRIVERS",0000205791,000-000-000,Part,1.0,3K-14-5,000,000,000,00003,,$484.990,1/1/1900,1.00,1,,0
3K-14-6,SP/ORDER,"GLASS, DRIVER LOWER, STATIONARY, SMALL",0000205791,000-000-000,Part,0.0,3K-14-6,000,000,000,00003,,$105.490,1/1/1900,1.00,1,,0
3K-14-7,MEZ SHLF 3,"GLASS, DRIVER, SMALL SLIDING, LOWER",0000205791,000-000-000,Part,1.0,3K-14-7,000,000,000,00003,,$224.490,1/1/1900,1.00,1,,0
3K-16-1168,,FINISH CAP,0000205791,000-000-000,Part,0.0,3K-16-1168,000,000,000,,,$61.510,1/1/1900,0.00,0,,0
3K-16-69,,PANEL-INTERIOR,0000205791,000-000-000,CRITICAL PART,0.0,3K-16-69,000,000,000,,,$30.180,1/1/1900,1.00,1,,0
3K-16-70,,FINISH CAP,0000205791,000-000-000,CRITICAL PART,0.0,3K-16-1168R82,000,000,000,,,$67.190,1/1/1900,0.00,0,,15
3K-21-14,,"BUMPER, FRONT, SILVER, 102D NO BRACKETS",0000205791,000-000-000,CRITICAL PART,0.0,3K-21-14,000,000,000,00003,,"$1,587.710",1/1/1900,1.00,1,,0
3K-21-3SP,SP/ORDER,"BUMPER, REAR, ALUMINUM",0000205791,000-000-000,Part,0.0,3K-21-3SP,000,000,000,00003,,"$1,085.270",1/1/1900,1.00,1,,0
3K-2-1R89,,"PAD, MODESTY PANEL",0000205791,000-000-000,CRITICAL PART,0.0,3K-2-1R89,000,000,000,00003,,$119.720,1/1/1900,1.00,1,,0
3K-2-34M200,,"PANEL, MODESTY, MEDIUM GREY",0000205791,000-000-000,CRITICAL PART,0.0,3K-2-34M200,000,000,000,00003,,$318.360,1/1/1900,1.00,1,,0
3K-27-18,MEZ SHLF2,"RETAINER, SEAL, DOOR GLASS, SEE NOTE!",0000205791,000-000-000,Part,2.0,3K-27-18,000,000,000,00003,,$27.040,3/14/2016,1.00,1,,0
3K-27-56,MEZ GLS 08,"GLASS, SIDE, BATHROOM, MCI",0000205791,000-000-000,Part,2.0,3K-27-56,000,000,000,00003,,$366.580,8/12/2013,2.00,0,,0
3K-27-73,MEZ GLS 08,"GLASS UNIT-DG.,(CLEAR DOT)",0000205791,000-000-000,Part,1.0,3K-27-73,000,000,000,00003,,$627.200,1/1/1900,1.00,1,,0
3K-27-76,MEZ GLS 11,"GLASS, FRONT DOOR, UPPER, ASSEMBLY",0000205791,000-000-000,Part,1.0,3K-27-76,000,000,000,00003,,$576.670,1/1/1900,0.00,0,,0
3K-27-78,MEZ GLS 12,GLASS UPPER DOOR GLASS ONLY MCI D,0000205791,000-000-000,Part,1.0,3K-27-78,000,000,000,00003,,$257.550,5/14/2019,1.00,1,,0
3K-27-79,SP/ORDER,"GLASS, ENTRANCE DOOR, UPPER,SINGLE GLAZE",0000205791,000-000-000,Part,0.0,3K-27-79,000,000,000,00003,,$50.900,6/23/2010,0.00,0,,0
3K-29-1,C BOTTOM,"CABLE, BAG DOOR",0000205791,002-060-000,Part,2.0,3K-29-1,060,002,000,00003,,$30.090,1/1/1900,2.00,2,,0
3K-29-2,D 03,"CABLE ASM, BAGGAGE DOOR #1 & #2",0000205791,000-000-000,Part,0.0,3K-29-2,000,000,000,00003,,$195.020,4/4/2013,1.00,1,,0
3K-31-124,,"PANEL-DOOR ASM,TAIL LIGHT LH/RH",0000205791,000-000-000,CRITICAL PART,0.0,3K-31-124,000,000,000,,,$240.380,1/1/1900,1.00,1,,0
3K-31-8-0001,SP/ORDER,ROOF HATCH SMOKE WHITE 102C3,0000205791,000-000-000,CRITICAL PART,0.0,3K-31-8-0001,000,000,000,00003,,"$1,574.210",1/1/1900,1.00,1,,0
3K-31-8-0002,,"HATCH, EXIT ROOF",0000205791,000-000-000,CRITICAL PART,0.0,3K-31-8-0002,000,000,000,,,"$1,139.900",1/1/1900,0.00,0,,0
3K-32-364,MEZ WALL,SEAL & BUMPER ASSM REAR,0000205791,000-000-000,Part,0.0,3K-32-364,000,000,000,00003,,$93.240,1/1/1900,1.00,1,,0
3K-32-446M392,,"HINGE, ENTRANCE DOOR, DL3",0000205791,000-000-000,CRITICAL PART,0.0,3K-32-446M392,000,000,000,00003,,$39.120,1/1/1900,1.00,1,,0
3K-32-446M393,,"HING ASSY-ENT DOOR LWR, BLACK",0000205791,000-000-000,Part,0.0,3K-32-446M393,000,000,000,00003,,$58.530,1/1/1900,1.00,1,,0
3K-32-489,,"SEAL&BUMPER S/A ABOVE DOOR,SEDAN",0000205791,000-000-000,CRITICAL PART,0.0,3K-32-489,000,000,000,,,$40.890,1/1/1900,0.00,0,,0
3K-32-491,,"SEAL&BUMPER S/A FRT OF DOOR,SEDAN",0000205791,000-000-000,CRITICAL PART,0.0,3K-32-491,000,000,000,,,$78.980,1/1/1900,0.00,0,,0
3K-34-10,C 06,"NOZZLE, WIPER, DUAL SPRAY",0000205791,000-000-000,SHOP SUPPLIES,2.0,3K-34-10,000,000,000,00003,,$0.000,9/20/2016,6.00,3,,15
3K-34-18,SP/ORDER,"BEARING-BRONZE,PLAIN",0000205791,000-000-000,CRITICAL PART,0.0,3K-34-18,000,000,000,,,$0.000,1/1/1900,1.00,1,,0
3K-34-2,C 08,"WIPER ARM, PANTOGRAPH, ASSY, D MODEL",0000205791,000-000-000,Part,2.0,3K-34-2,000,000,000,00003,,$210.450,5/4/2018,1.00,2,,0
3K-34-6,C BOTTOM,BRACKET,0000205791,000-000-000,CRITICAL PART,1.0,3K-34-6,000,000,000,00003,,$133.210,1/1/1900,1.00,1,,15
3K-34-7,C BOTTOM,BRACKET,0000205791,000-000-000,CRITICAL PART,1.0,3K-34-7,000,000,000,,,$84.890,1/1/1900,1.00,1,,15
3K-34-8,ZD- C BTM,"SCREW, WIPER WINDSHIELD",0000205791,000-000-000,Part,24.0,3K-34-8PK5,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
3K-34-9,MEZ E,"ARM,PANTOGRAPH,WINDSHIELD WIPER",0000205791,000-000-000,Part,2.0,3K-34-9,000,000,000,00003,,$251.250,4/6/2015,1.00,1,,0
3K-4-112,,"TREAD,STEP,RUBBER",0000205791,000-000-000,CRITICAL PART,0.0,3K-4-112,000,000,000,00003,,$91.210,1/1/1900,0.00,0,,0
3K-4-116,C BOTTOM,"BOLT, SHOULDER",0000205791,000-000-000,SHOP SUPPLIES,7.0,3K-4-116,000,000,000,,,$0.000,1/1/1900,6.00,6,,0
3K-4-82,,RETRACTABLE STEP ASSEMBLY,0000205791,000-000-000,CRITICAL PART,0.0,3K-4-82,000,000,000,,,"$1,182.000",1/1/1900,0.00,0,,0
3K-4-83,,STEP FRAME ASSY,0000205791,000-000-000,CRITICAL PART,0.0,3K-4-83,000,000,000,,,$329.500,1/1/1900,0.00,0,,0
3K-4-88,,"TUBE, S/A MTG LEVER, REAR",0000205791,000-000-000,CRITICAL PART,0.0,3K-4-88,000,000,000,,,$35.720,1/1/1900,0.00,0,,0
3K-4-97,,"BRACKET, STEP, 96A",0000205791,000-000-000,Part,0.0,3K-4-97,000,000,000,,,$194.540,1/1/1900,0.00,0,,0
3K-5-31,,"ROD, GUIDE, LH BLIND",0000205791,000-000-000,Part,0.0,3K-5-31,000,000,000,00003,,$10.790,1/1/1900,1.00,1,,0
3K-53-15,,PIN & TUBE ASSY,0000205791,000-000-000,CRITICAL PART,0.0,3K-53-15,000,000,000,00003,,$125.640,1/1/1900,0.00,0,,0
3K-5-34,,"GUIDE ROD, LH",0000205791,000-000-000,CRITICAL PART,0.0,3K-5-34,000,000,000,,,$14.680,1/1/1900,1.00,1,,0
3K-5-35,,"GUIDE ROD, RH",0000205791,000-000-000,CRITICAL PART,0.0,3K-5-35,000,000,000,,,$31.000,1/1/1900,1.00,1,,0
3K-5-5,,BLIND,0000205791,000-000-000,CRITICAL PART,0.0,3K-5-5,000,000,000,,,$75.000,1/1/1900,0.00,0,,15
3L-10-131,,"SPRING, BATT DOOR",0000205791,000-000-000,CRITICAL PART,0.0,3L-10-131,000,000,000,,,$7.000,1/1/1900,0.00,0,,0
3L-10-136,,"PLATE, STRIKER, MICROSWITCH, DOOR",0000205791,000-000-000,Part,0.0,3L-10-136,000,000,000,00003,,$99.980,1/1/1900,1.00,1,,0
3L-10-140M200,,"COVER, HINGE, DOOR",0000205791,000-000-000,CRITICAL PART,0.0,3L-10-140M200,000,000,000,00003,,$137.170,1/1/1900,0.00,0,,0
3L-10-162,,"LEVER ASSY, DOOR HINGE PIVOT",0000205791,000-000-000,CRITICAL PART,0.0,3L-10-162,000,000,000,00003,,$217.290,1/1/1900,1.00,1,,0
3L-10-186,C TOP,"CYLINDER, AIR-ENTRANCE DOOR",0000205791,000-000-000,Part,1.0,3L-10-186,000,000,000,00003,,$708.020,1/1/1900,0.00,0,,0
3L-10-207,C TOP,"CYLINDER, AIR ENTRANCE DOOR",0000205791,000-000-000,Part,1.0,3L-10-207,000,000,000,00003,,$886.190,7/9/2019,1.00,1,,0
3L-10-222,C 10,"KIT, REPAIR, CYLINDER, FOR 3L-10-207",0000205791,000-000-000,Part,3.0,3L-10-222,000,000,000,00003,,$113.830,1/1/1900,2.00,2,,0
3L-10-231,,"CYLINDER, AIR BI-PART",0000205791,000-000-000,CRITICAL PART,0.0,3L-10-231,000,000,000,,,$282.800,1/1/1900,0.00,0,,0
3L-10-259,C 10,"SPRING, ENTRANCE DOOR",0000205791,000-000-000,Part,1.0,3L-10-259,000,000,000,00003,,$6.240,1/1/1900,1.00,1,,0
3L-10-73,SP/ORDER,"ACTUATOR, AIR DOOR CYLINDER,",0000205791,000-000-000,Part,0.0,3L-10-73,000,000,000,00003,,"$1,749.310",1/1/1900,1.00,1,,0
3L-1-1193-0001,,"PANEL, TIMER HOUSING POCKET, WEBASTO",0000205791,000-000-000,CRITICAL PART,0.0,3L-1-1193-0001,000,000,000,00003,,$67.050,1/1/1900,1.00,1,,0
3L-1-124,SP/ORDER,"PANEL, SWITCH, RH",0000205791,000-000-000,Part,0.0,3L-1-124,000,000,000,00003,,$99.860,1/1/1900,1.00,1,,0
3L-11-2M139,,"ANGLE, SEAT MARKER GREY",0000205791,000-000-000,Part,0.0,3L-11-2M139,000,000,000,,,$37.000,1/1/1900,0.00,0,,0
3L-1-1342R58,SP/ORDER,"COVER , HINGE",0000205791,000-000-000,Part,0.0,3L-1-1342R58,000,000,000,00003,,$69.830,1/1/1900,0.00,0,,0
3L-1-15,PURGE,"BEZEL, CLUSTER D MODEL",0000205791,000-000-000,Part,0.0,3L-1-341,000,000,000,00003,,$311.000,1/1/1900,1.00,1,,15
3L-11-569,,SEATBELT,0000205791,000-000-000,CRITICAL PART,0.0,3L-11-569,000,000,000,,,$0.000,1/1/1900,0.00,0,,0
3L-1-165,,"PANEL, DASH RH SWITCH",0000205791,000-000-000,CRITICAL PART,0.0,3L-1-165,000,000,000,00003,,$29.720,1/1/1900,1.00,1,,0
3L-1-181,C 09,"COVER, PLUG, DASH GAUGE WELL",0000205791,000-000-000,Part,0.0,3L-1-181,000,000,000,00003,,$54.180,1/1/1900,1.00,1,,0
3L-1-20,,"PANEL, LH",0000205791,000-000-000,CRITICAL PART,0.0,3L-1-20,000,000,000,,,$34.390,1/1/1900,0.00,0,,15
3L-1-212,,"CUPHOLDER, BEVERAGE",0000205791,000-000-000,CRITICAL PART,0.0,3L-1-212,000,000,000,,,$18.100,1/1/1900,0.00,0,,0
3L-12-144,C BOTTOM,"ACTUATOR, SEAT",0000205791,000-000-000,Part,4.0,229554-01,000,000,000,00003,,$105.300,6/19/2025,1.00,1,,0
3L-12-146,PURGE,"LUMBAR, SUPPORT, KIT",0000205791,000-000-000,Part,0.0,3L-12-146,000,000,000,00003,,$58.290,1/1/1900,1.00,1,,0
3L-1-301,,PANEL,0000205791,000-000-000,CRITICAL PART,0.0,3L-1-301,000,000,000,,,$138.590,1/1/1900,0.00,0,,0
3L-1-307,,PANEL ASSEMBLY SMALL,0000205791,000-000-000,CRITICAL PART,0.0,3L-1-307,000,000,000,,,$32.980,1/1/1900,0.00,0,,0
3L-1-308,,PANEL,0000205791,000-000-000,CRITICAL PART,0.0,3L-1-308,000,000,000,,,$0.000,1/1/1900,0.00,0,,0
3L-1-342,C TOP,"DASH, INSTRUMENT PANEL",0000205791,000-000-000,Part,2.0,3L-1-342,000,000,000,00003,,$182.780,1/1/1900,1.00,1,,0
3L-1-453R78,C 09,PANEL,0000205791,000-000-000,Part,1.0,3L-1-453R78,000,000,000,00003,,$10.630,1/1/1900,1.00,1,,0
3L-1-455,,"PROCESSOR, RADIO PANEL",0000205791,000-000-000,CRITICAL PART,0.0,3L-1-455,000,000,000,,,$0.000,1/1/1900,0.00,0,,15
3L-1-455R78,,"PANEL, TRIM",0000205791,083-000-000,CRITICAL PART,0.0,3L-1-455R78,000,083,000,,,$7.270,1/1/1900,1.00,1,,0
3L-14-59,,"GLASS, ASMY, DRIVERS SIDE, SINGLE GLAZE",0000205791,000-000-000,CRITICAL PART,0.0,3J-14-1,000,000,000,,,$656.330,1/1/1900,1.00,1,,0
3L-1-461,C 09,"MOLDING, DASH",0000205791,000-000-000,SHOP SUPPLIES,1.0,3L-1-461,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
3L-14-75,MEZ SHLF 3,"GLASS, UPPER, DRIVERS, SMALL STATIONARY",0000205791,000-000-000,Part,1.0,3L-14-75,000,000,000,00003,,$370.290,1/1/1900,1.00,1,,0
3L-14-76,MEZ GLS 12,"GLASS, STATIONARY, LOWER, LARGE, DRIVERS",0000205791,000-000-000,Part,0.0,3L-14-76,000,000,000,00003,,$418.090,9/19/2017,1.00,1,,0
3L-14-80,MEZ GLS 12,"GLASS, ASSY, SLIDE, LOWER, LARGE, DRIVER",0000205791,000-000-000,Part,1.0,3L-14-80,000,000,000,00003,,$752.120,7/9/2019,1.00,1,,0
3L-14-81,MEZ GLS 12,"GLASS, SLIDING, LOWER, LARGE, DRIVERS",0000205791,000-000-000,Part,1.0,3L-14-81,000,000,000,00003,,$367.260,1/1/1900,1.00,1,,0
3L-14-82,/SPORDER,LATCH ASSEMBLY,0000205791,000-000-000,Part,0.0,3L-14-82,000,000,000,00003,,$35.010,1/1/1900,0.00,0,,0
3L-14-90,,"GLASS, DRIVERS LOWER STAT. SINGLE GLAZE",0000205791,000-000-000,Part,0.0,3L-14-90,000,000,000,00003,,$146.520,1/1/1900,1.00,1,,0
3L-1-50,,"LENS, DASH",0000205791,000-000-000,Part,0.0,3L-1-50,000,000,000,,,$12.160,1/1/1900,1.00,1,,0
3L-15-110,,"DECAL, WATCH YOUR STEP",0000205791,000-000-000,Part,0.0,3L-15-110,000,000,000,,,$8.530,1/1/1900,0.00,0,,0
3L-15-1206,C 11,"DECAL, COACH HEIGHT",0000205791,000-000-000,CRITICAL PART,3.0,3L-15-1206,000,000,000,,,$26.000,1/1/1900,0.00,0,,0
3L-15-1226,C 11,DECAL-ROOF HATCH EMERG.INSTR.,0000205791,000-000-000,CRITICAL PART,1.0,3L-15-1226,000,000,000,00003,,$19.700,5/15/2012,1.00,1,,0
3L-15-1227,C 11,"DECAL, EMERGENCY EXIT",0000205791,000-000-000,CRITICAL PART,2.0,3L-15-1227,000,000,000,00003,,$12.710,1/1/1900,0.00,0,,15
3L-15-1229,C 11,DECAL-ROOF HATCH WARN.FRENCH,0000205791,000-000-000,CRITICAL PART,2.0,3L-15-1229,000,000,000,00003,,$15.940,1/1/1900,1.00,1,,0
3L-15-1230,,"DECAL, WARNING HATCH",0000205791,000-000-000,CRITICAL PART,0.0,3L-15-1230,000,000,000,,,$0.000,1/1/1900,0.00,0,,15
3L-15-15,,"STICKER""DO NOT STAND IN FRONT...""",0000205791,000-000-000,CRITICAL PART,0.0,3L-15-15,000,000,000,,,$15.220,1/1/1900,0.00,0,,0
3L-15-2244,AA TOP,"MONITOR, 10"" COLOR 12V COACH",0000105819,000-000-000,Part,3.0,700182,000,000,000,00003,,$111.000,1/1/1900,0.00,0,,0
3L-15-591R,D TOP,"MONITOR, 10"" BLK CASING, RPD, 102E",0000105819,000-000-000,SHOP SUPPLIES,1.0,3L-15-591R,000,000,000,,,$0.000,1/1/1900,1.00,1,,0
3L-15-621,B 10,"SEAT BELT, DRIVER, NO HARDWARE",0000205791,000-000-000,Part,2.0,3L-15-621,000,000,000,00003,,$82.370,1/1/1900,2.00,1,,0
3L-15-879R58,D TOP,"MOUNT, MONITOR, RH, GREY",0000205791,000-000-000,Part,1.0,3L-15-879R58,000,000,000,00003,,$57.440,1/1/1900,1.00,1,,0
3L-1-59,C 09,"PANEL, LH SWITCH",0000205791,083-000-000,Part,6.0,3L-1-186,000,083,000,,,$34.650,1/1/1900,1.00,1,,0
3L-16-1120,,RETAINER ASM-FINISHING,0000205791,000-000-000,CRITICAL PART,0.0,3L-16-1120,000,000,000,,,$197.530,1/1/1900,1.00,1,,0
3L-16-1168,,PANEL,0000205791,000-000-000,CRITICAL PART,0.0,3L-16-1168,000,000,000,,,$0.000,1/1/1900,0.00,0,,0
3L-16-1327,,"LATCH, COVER, ENGINE, UNDER REAR SEAT",0000205791,000-000-000,CRITICAL PART,0.0,3L-16-1327,000,000,000,00003,,$57.520,1/1/1900,1.00,1,,0
3L-16-1511R54,,"PANEL, TRANSIT, INT ABV, ENT DOOR",0000205791,000-000-000,CRITICAL PART,0.0,3L-16-1511R54,000,000,000,00003,,$230.680,1/1/1900,0.00,0,,0
3L-1-62,C 09,"PANEL, DASH, RH, SWITCH, W/JAKE",0000205791,083-000-000,Part,1.0,3L-1-62,000,083,000,00003,,$29.890,1/1/1900,0.00,0,,0
3L-16-214R54,,"PANEL, TRANSOM",0000205791,000-000-000,CRITICAL PART,0.0,3L-16-214R54,000,000,000,,,$188.960,1/1/1900,0.00,0,,15
3L-16-2337R82,SP/ORDER,"CAP, POST, CTR, LOWER FITS 7196",0000205791,000-000-000,Part,0.0,3L-16-2337R82,000,000,000,00003,,$34.000,1/1/1900,1.00,1,,0
3L-1-661,SP/ORDER,"PLATE-VERTICAL,BELOW SASH",0000205791,000-000-000,CRITICAL PART,0.0,3L-1-661,000,000,000,,,$71.870,1/1/1900,0.00,0,,0
3L-1-666-0001,SP/ORDER,PANEL ASM-GREY,0000205791,000-000-000,Part,0.0,3L-1-666-0001,000,000,000,00003,,$390.760,4/18/2016,0.00,0,,0
3L-1-70,C 09,"SWITCH, RH-PANEL",0000205791,000-000-000,Part,2.0,3L-1-70,000,000,000,00003,,$71.920,1/1/1900,1.00,1,,0
3L-1-743-0001,,"PANEL, SWITCH, DASH",0000205791,000-000-000,CRITICAL PART,0.0,3L-1-743-0001,000,000,000,00003,,$147.800,1/1/1900,1.00,1,,0
3L-1-744-0001,,"PANEL ASSEMBLY, LARGE",0000205791,000-000-000,CRITICAL PART,0.0,3L-1-744-0001,000,000,000,,,$338.250,1/1/1900,1.00,1,,0
3L-1-77,C 09,"PLUG, COVER, ROUND, KEY IGNITION",0000205791,000-000-000,SHOP SUPPLIES,2.0,3L-1-77,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
3L-17-75,SP/ORDER,"GLASS, UPPER, STATIONARY, DRIVERS",0000205791,000-000-000,Part,0.0,3L-17-75,000,000,000,00003,,$262.400,1/1/1900,1.00,1,,0
3L-1-959,,CONTROL WIPER,0000205791,000-000-000,CRITICAL PART,0.0,3L-1-959,000,000,000,,,$0.000,1/1/1900,0.00,0,,0
3L-20-112M197,C 12,"CAP, END, BELT & SASH MOULDING",0000205791,000-000-000,CRITICAL PART,3.0,3L-20-112M197,000,000,000,00003,,$22.080,1/1/1900,1.00,2,,0
3L-20-282,,"RUBRAIL, FRONT OF FUEL DOOR",0000205791,000-000-000,CRITICAL PART,0.0,3L-20-282,000,000,000,00003,,$78.890,1/1/1900,0.00,0,,0
3L-20-283,SP/ORDER,"RAIL ASM-RUB,FRT OF RR WHLG",0000205791,000-000-000,CRITICAL PART,0.0,3L-20-283,000,000,000,00003,,$83.100,1/1/1900,1.00,1,,0
3L-20-287,/DRHT,"RUB RAIL, RUBBER, FRONT OF RR WHEEL",0000205791,000-000-000,Part,0.0,3L-20-287,000,000,000,00003,,$28.510,1/1/1900,1.00,1,,0
3L-20-288,C 11,"RUB RAIL, RUBBER, RR OF RR WHEEL",0000205791,000-000-000,Part,2.0,3L-20-288,000,000,000,00003,,$20.800,1/1/1900,1.00,1,,0
3L-20-301,,CHANNEL,0000205791,000-000-000,CRITICAL PART,0.0,3L-20-301,000,000,000,00003,,$10.280,1/1/1900,1.00,1,,0
3L-20-302,C CORNER,CHANNEL,0000205791,000-000-000,Part,0.0,3L-20-302,000,000,000,00003,,$10.740,1/1/1900,1.00,1,,0
3L-20-310,C 12,"RUB RAIL, FRONT FUEL DOOR",0000205791,000-000-000,CRITICAL PART,2.0,3L-20-310,000,000,000,00003,,$22.630,1/1/1900,0.00,0,,15
3L-20-311,C 12,"RUB RAIL, RUBBER, FRONT OF COND DR",0000205791,000-000-000,CRITICAL PART,2.0,3L-20-311,000,000,000,00003,,$17.640,1/1/1900,1.00,1,,0
3L-20-328,,"DOOR, BATTERY/C/H",0000205791,000-000-000,CRITICAL PART,0.0,3L-20-328,000,000,000,,,$0.000,1/1/1900,0.00,0,,0
3L-20-333,C CORNER,"RUB RAIL, 2.5"", BAG DOOR, 102D",0000205791,000-000-000,CRITICAL PART,1.0,3L-20-333,000,000,000,00003,,$22.280,1/1/1900,1.00,1,,0
